ID;Test:1. nadala test (Punktid);Test:2. nadala test (Punktid);Test:3. nadala test (Punktid);Test:4. nadala test (Punktid);Test:5. nadala test (Punktid);Test:6. nadala test (Punktid);Test:7. nadala test (Punktid);Test:8. nadala test (Punktid);Test:9. nadala test (Punktid);Test:10. nadala test (Punktid);Test:11. nadala test (Punktid);Test:12. nadala test (Punktid);Test:13. nadala test (Punktid);Test:14. nadala test (Punktid);Test:15. nadala test (Punktid);Test:16. nadala test (Punktid);Videoloengud kokku (Punktid);VPL harjutus:1. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:2. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:3. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:4. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:5. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:7. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:8. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:9. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:10. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:11. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:13. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:14. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:15. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);Kodutood kokku (Punktid);ulesanne:Esita projekti kirjeldus (Punktid);ulesanne:Projekti algversioon (Punktid);ulesanne:Projekti loppversioon (Punktid);Projekt kokku (Punktid);Test:1. kontrolltoo arvestuslik osa (Punktid);VPL harjutus:1. kontrolltoo programmide esitamine (Punktid);Test:1. KT jareltoo arvestuslik osa (Punktid);VPL harjutus:1. KT jareltoo programmide esitamine (Punktid);Test:1. KT 5.01 lisajareltoo arvestuslik osa (Punktid);VPL harjutus:1. KT 5.01 lisajareltoo programmide esitamine (Punktid);Test:1. KT 25.01 lisajareltoo arvestuslik osa (Punktid);VPL harjutus:1. KT 25.01 lisajareltoo programmide esitamine (Punktid);Test:2. kontrolltoo arvestuslik osa (Punktid);VPL harjutus:2. kontrolltoo programmide esitamine (Punktid);Test:2. KT jareltoo arvestuslik osa (Punktid);VPL harjutus:2. KT jareltoo programmide esitamine (Punktid);Test:2. KT 6.01 lisajareltoo arvestuslik osa (Punktid);VPL harjutus:2. KT 6.01 lisajareltoo programmide esitamine (Punktid);Test:2. KT 26.01 lisajareltoo arvestuslik osa (Punktid);VPL harjutus:2. KT 26.01 lisajareltoo programmide esitamine (Punktid);Kontrolltood kokku (Punktid);Eksamile paas (Punktid);Test:8.01 eksami arvestuslik osa (Punktid);Test:8.01 eksami punktilise osa 1. ulesanne (Punktid);VPL harjutus:8.01 eksami punktilise osa 2. ja 3. ulesande esitamine (Punktid);Test:14.01 eksami arvestuslik osa (Punktid);Test:14.01 eksami punktilise osa 1. ulesanne (Punktid);VPL harjutus:14.01 eksami punktilise osa 2. ja 3. ulesande esitamine (Punktid);Test:27.01 eksami arvestuslik osa (Punktid);Test:27.01 eksami punktilise osa 1. ulesanne (Punktid);VPL harjutus:27.01 eksami punktilise osa 2. ja 3. ulesande esitamine (Punktid);Eksam kokku (Punktid);VPL harjutus:1. lisaulesanne 0 Muster (Punktid);VPL harjutus:2. lisaulesanne 0 Tekstispiraal (Punktid);VPL harjutus:3. lisaulesanne 0 Salasona (Punktid);VPL harjutus:4. lisaulesanne 0 Pakkimine (Punktid);VPL harjutus:5. lisaulesanne 0 Ristmik (Punktid);VPL harjutus:6. lisaulesanne 0 Laburint (Punktid);8. lisaulesanne 0 Loppkusitlus (Punktid);Praktikumide lisapunktid (Punktid);Projektikonkursi punktid (Punktid);Lisapunktid kokku (Punktid);VPL harjutus:Pokkerikate tuvastamise automaatkontroll (Punktid);Test:Kontrolltoo harjutustest (Punktid);Test:Kontrolltoo harjutustest (Punktid);Test:Naidiseksami arvestuslik osa (Punktid);Test:Naidiseksami punktilise osa 1. ulesanne (Punktid);Kogutulemus (Punktid);Hinne (Punktid)
160.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.4;7;0.5;0.5;0.4;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.1;0.5;12.3;1;5;5;10.0;1;17;0.0;0.0;0.0;0.0;0.0;0.0;1;17.5;0.0;0.0;0.0;0.0;0.0;0.0;34.5;1;0.0;0.0;0.0;1;9.9;19.5;0.0;0.0;0.0;29.4;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;9;3.75;8;94.2;94.2
161;0.5;0.5;0.3;0.4;0.5;0.4;0.5;0.0;0.0;0.5;0.0;0.5;0.4;0.5;0.4;0.3;5.57;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.2;0.5;0.5;0.5;0.5;0.0;11.9;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;1;1;9.8;19;0.0;0.0;0.0;0.0;0.0;0.0;28.8;0.0;0.0;2;0.0;0.0;0.0;1;0.0;0.0;3;0.0;7;7.5;3;9.1;99.27;99.27
162;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.4;0.4;0.4;0.5;0.4;0.4;0.3;7;0.5;0.0;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.5;0.0;0.5;0.5;0.5;0.0;10.9;1;5;5;10.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;39;1;0.0;0.0;0.0;1;9.9;18.5;0.0;0.0;0.0;28.4;0.0;0.0;2;0.0;0.0;0.0;0.0;0.0;0.0;2;0.0;0.0;0.0;0.0;0.0;97.3;97.3
163;0.4;0.5;0.5;0.5;0.0;0.4;0.2;0.0;0.4;0.4;0.4;0.0;0.4;0.3;0.2;0.3;4.78;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.0;0.5;11.2;0.0;5;5;10.0;1;17.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;18.5;0.0;0.0;0.0;0.0;36;1;1;9.6;18.5;0.0;0.0;0.0;0.0;0.0;0.0;28.1;0.0;0.0;0.0;0.0;0.0;0.0;1;0.5;0.0;1.5;0.0;7;9;3.4;7.7;91.58;91.58
164;0.4;0.4;0.3;0.0;0.4;0.4;0.4;0.4;0.3;0.4;0.4;0.5;0.3;0.3;0.2;0.4;5.36;0.5;0.5;0.4;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.3;0.5;0.3;0.5;0.4;0.5;0.2;0.5;0.0;0.5;0.5;0.5;0.3;0.5;0.1;0.5;10.8;0.0;5;5;10.0;1;10.0;0.0;0.0;0.0;0.0;0.0;0.0;1;16;0.0;0.0;0.0;0.0;0.0;0.0;26;1;0.0;0.0;0.0;1;7.8;12.5;0.0;0.0;0.0;20.3;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;7;7.5;3.5;10.0;73.46;73.46
165;0.5;0.5;0.0;0.4;0.5;0.2;0.0;0.4;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.54;0.5;0.5;0.1;0.5;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.6;1;5;5;10.0;1;0.0;0.0;15;0.0;0.0;0.0;0.0;0.0;0.0;1;9.5;0.0;0.0;0.0;0.0;24.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.1;0.0;0.0;0.0;41.64;0.0
166;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.5;0.5;0.0;0.5;0.4;0.4;6.87;0.5;0.5;0.5;0.5;0.5;0.0;0.4;0.5;0.5;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.4;0.0;0.0;0.5;10.3;1;5;5;10.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;39;1;1;10.0;19.5;0.0;0.0;0.0;0.0;0.0;0.0;29.5;2;0.0;2;2;0.0;0.0;1;0.0;0.0;7;0.0;7;7.3;3.5;9.6;102.7;100.0
167;0.4;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.4;6.87;0.5;0.5;0.3;0.5;0.4;0.5;0.4;0.5;0.3;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;12;1;5;5;10.0;0.0;5.5;1;10.5;0.0;0.0;0.0;0.0;1;11;0.0;0.0;0.0;0.0;0.0;0.0;21.5;1;1;7.6;10.0;0.0;0.0;0.0;0.0;0.0;0.0;17.6;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;7;8.5;4;8.5;68.97;68.97
168;0.5;0.3;0.2;0.3;0.4;0.0;0.4;0.0;0.4;0.3;0.3;0.4;0.3;0.4;0.2;0.0;4.28;0.5;0.5;0.3;0.5;0.4;0.5;0.4;0.0;0.4;0.5;0.4;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.4;0.5;0.4;0.5;11.4;1;5;5;10.0;0.0;0.0;1;17;0.0;0.0;0.0;0.0;1;18;0.0;0.0;0.0;0.0;0.0;0.0;35;1;0.0;0.0;0.0;1;9.9;19.5;0.0;0.0;0.0;29.4;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;6.5;8;4;7.6;91.1;91.1
169;0.5;0.5;0.5;0.5;0.4;0.4;0.5;0.0;0.2;0.5;0.5;0.5;0.5;0.5;0.4;0.2;6.51;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.5;0.5;0.0;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.0;0.5;10.8;1;3;5;8;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;1;1;9.8;18;0.0;0.0;0.0;0.0;0.0;0.0;27.8;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;8.75;2.8;0.0;94.11;94.11
170.0;0.4;0.5;0.4;0.5;0.3;0.4;0.5;0.4;0.4;0.4;0.5;0.5;0.0;0.0;0.0;0.0;5.19;0.5;0.5;0.4;0.5;0.4;0.5;0.4;0.5;0.4;0.5;0.3;0.5;0.4;0.0;0.4;0.0;0.3;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;8;1;5;3;8;1;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.5;1;0.0;0.0;0.0;0.0;0.0;30.5;1;0.0;0.0;0.0;1;9;8;0.0;0.0;0.0;17;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;1;2;0.0;8;9;3;6.3;70.7;70.7
171;0.5;0.5;0.4;0.5;0.5;0.4;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.4;0.5;0.5;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.3;0.5;0.5;0.5;0.4;0.5;0.5;0.5;12.5;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;17.5;0.0;0.0;0.0;0.0;0.0;0.0;37.5;1;0.0;0.0;0.0;1;9.5;20.0;0.0;0.0;0.0;29.5;0.0;0.0;2;2;0.0;0.0;1;0.0;0.0;5;0.0;7;8.5;4;7.6;101.5;100.0
172;0.0;0.4;0.4;0.4;0.4;0.4;0.5;0.4;0.3;0.4;0.2;0.3;0.3;0.0;0.0;0.0;4.37;0.5;0.0;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.5;0.0;0.3;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.5;0.5;0.0;7.7;0.0;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;1;1;9.8;19;0.0;0.0;0.0;0.0;0.0;0.0;28.8;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;6;0.0;8;6.4;1.5;2.9;96.87;96.87
173;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;13;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;18;0.0;0.0;0.0;0.0;0.0;0.0;38;1;1;9.9;20.0;0.0;0.0;0.0;0.0;0.0;0.0;29.9;0.0;0.0;2;2;0.0;2;1;0.0;0.0;7;0.0;8;8.5;4;10.0;104.9;100.0
174;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.0;0.4;0.4;0.4;0.4;0.3;0.4;6.43;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.5;0.5;0.5;0.5;0.0;0.2;0.5;0.0;0.0;0.2;0.5;0.4;0.5;0.0;0.5;0.4;0.5;10.0;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;40.0;1;0.0;0.0;0.0;1;9.9;19;0.0;0.0;0.0;28.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.5;8.1;3.5;9.6;95.33;95.33
175;0.5;0.0;0.2;0.4;0.4;0.4;0.3;0.5;0.4;0.3;0.0;0.4;0.0;0.3;0.2;0.0;4.1;0.5;0.5;0.5;0.5;0.2;0.5;0.1;0.5;0.1;0.5;0.5;0.5;0.0;0.5;0.0;0.5;0.1;0.5;0.0;0.5;0.4;0.5;0.0;0.5;0.0;0.0;8.4;1;3;5;8;1;9;0.0;13.5;0.0;0.0;0.0;0.0;1;18;0.0;0.0;0.0;0.0;0.0;0.0;31.5;1;1;8.3;4;0.0;0.0;0.0;0.0;0.0;0.0;12.3;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;7;0.0;3.25;8.7;65.26;65.26
176;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.4;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;13;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;1;1;9.9;20.0;0.0;0.0;0.0;0.0;0.0;0.0;29.9;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0.0;2;0.0;8;0.0;4;9.6;101.9;100.0
177;0.4;0.0;0.2;0.4;0.0;0.2;0.3;0.4;0.2;0.1;0.1;0.0;0.1;0.0;0.0;0.0;2.39;0.5;0.5;0.0;0.5;0.5;0.5;0.5;0.3;0.0;0.5;0.0;0.5;0.5;0.3;0.3;0.5;0.5;0.5;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;7.9;1;5;5;10.0;0.0;14;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;14;0.0;0.0;0.0;0.0;28;1;0.0;0.0;0.0;1;8.4;7.5;0.0;0.0;0.0;15.9;0.0;0.0;0.0;0.0;0.0;0.0;1;2;0.0;3;0.0;6;8.5;4;0.0;67.19;67.19
178;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;12.9;1;5;5;10.0;1;17.5;0.0;0.0;0.0;19;0.0;0.0;1;18.5;0.0;0.0;0.0;0.0;0.0;0.0;37.5;1;0.0;0.0;0.0;1;10.0;20.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;9;4;10.0;98.4;98.4
179;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.5;0.5;0.2;0.4;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;12;0.0;5;3.5;8.5;1;16.5;0.0;0.0;0.0;0.0;0.0;0.0;1;13.5;0.0;0.0;0.0;0.0;0.0;0.0;30.0;1;1;10.0;19.5;0.0;0.0;0.0;0.0;0.0;0.0;29.5;2;2;0.0;2;0.0;0.0;1;0.0;0.0;7;0.0;8;8.5;2.1;0.0;94;94
180.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.4;0.4;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;13;1;5;5;10.0;1;11;0.0;20.0;0.0;0.0;0.0;0.0;1;17;0.0;0.0;0.0;0.0;0.0;0.0;37;1;1;9.2;19;0.0;0.0;0.0;0.0;0.0;0.0;28.2;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;0.0;0.0;0.0;96.2;96.2
181;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.0;0.4;0.4;6.97;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;13;1;5;5;10.0;1;10.0;0.0;20.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;1;1;0.0;19.5;0.0;0.0;0.0;0.0;0.0;0.0;19.5;2;2;2;2;0.0;0.0;1;0.0;0.0;9;0.0;8;5.8;3.5;9.6;98.47;98.47
182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.3;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;0.0;5;5;10.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;1;17.5;0.0;0.0;0.0;0.0;0.0;0.0;36.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;6.75;0.0;0.0;49.33;0.0
183;0.0;0.4;0.4;0.3;0.3;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.98;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;1;5;5;10.0;0.0;0.0;0.0;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0;0.0;0.0;18.98;0.0
184;0.5;0.5;0.4;0.4;0.3;0.3;0.4;0.5;0.3;0.4;0.4;0.3;0.4;0.4;0.2;0.0;5.66;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.0;0.5;12.4;1;5;0.0;5;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;39;1;0.0;0.0;0.0;1;9.3;14.5;0.0;0.0;0.0;23.8;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.0;8;0.0;0.0;0.0;87.86;87.86
185;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.0;0.0;0.0;0.5;0.0;5.83;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;0.0;9;0.0;0.0;5;5;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;40.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1;9.9;20.0;29.9;0.0;2;2;2;0.0;0.0;0.0;0.0;0.0;6;0.0;8;8;0.0;0.0;95.73;95.73
186;0.5;0.5;0.5;0.3;0.4;0.4;0.4;0.4;0.3;0.3;0.3;0.4;0.3;0.0;0.0;0.0;4.91;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.0;0.0;0.0;0.0;10.3;1;5;5;10.0;1;14.1;0.0;0.0;0.0;0.0;0.0;0.0;1;17;0.0;0.0;0.0;0.0;0.0;0.0;31.1;1;1;8.9;12;0.0;0.0;0.0;0.0;0.0;0.0;20.9;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;78.21;78.21
187;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.4;0.4;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;12.9;1;5;5;10.0;1;13.5;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;40.0;1;0.0;0.0;0.0;1;8.1;17.5;0.0;0.0;0.0;25.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;9;4;10.0;95.5;95.5
188;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.4;7;0.5;0.5;0.0;0.5;0.5;0.5;0.0;0.5;0.4;0.5;0.5;0.0;0.0;0.5;0.2;0.5;0.1;0.5;0.0;0.5;0.1;0.0;0.0;0.5;0.0;0.5;7.8;1;5;5;10.0;0.0;0.0;1;8;0.0;17.5;0.0;0.0;1;17;0.0;0.0;0.0;0.0;0.0;0.0;34.5;1;0.0;0.0;0.0;1;9.6;15;0.0;0.0;0.0;24.6;0.0;0.0;2;0.0;0.0;0.0;1;0.0;0.0;3;0.0;8;8.5;4;6.3;86.9;86.9
189;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.35;0.0
190.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.4;0.3;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.0;0.4;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;11.7;1;5;5;10.0;1;16.5;0.0;0.0;0.0;0.0;0.0;0.0;1;19.5;0.0;0.0;0.0;0.0;0.0;0.0;36;1;0.0;0.0;0.0;1;9.9;19;0.0;0.0;0.0;28.9;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0.0;2;0.0;8;9;4;8.8;95.6;95.6
191;0.5;0.5;0.5;0.4;0.4;0.4;0.5;0.4;0.4;0.4;0.4;0.4;0.3;0.3;0.2;0.0;5.95;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.3;0.5;0.3;0.5;0.3;0.5;0.0;0.5;0.3;0.5;0.0;0.5;0.0;0.5;0.0;0.0;0.2;0.5;9.3;1;5;5;10.0;0.0;7;1;8;0.0;0.0;0.0;0.0;0.0;4;0.0;9;1;0.0;0.0;0.0;17;1;0.0;0.0;0.0;1;0.0;1;1;0.0;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.0;2;0.0;0.0;7.25;0.0;0.0;45.25;45.25
192;0.5;0.4;0.4;0.5;0.5;0.4;0.4;0.5;0.4;0.4;0.5;0.4;0.5;0.4;0.4;0.4;6.95;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.4;0.5;12.6;0.0;5;5;10.0;1;13;0.0;0.0;0.0;0.0;0.0;0.0;1;16;0.0;0.0;0.0;0.0;0.0;0.0;29;1;0.0;0.0;0.0;1;9.8;19;0.0;0.0;0.0;28.8;0.0;0.0;0.0;0.0;0.0;0.0;1;2;0.0;3;0.0;7;8;4;10.0;90.4;90.4
